@relation corpus
@attribute 'adj' numeric
@attribute 'adp' numeric
@attribute 'adv' numeric
@attribute 'aux' numeric
@attribute 'cconj' numeric
@attribute 'det' numeric
@attribute 'intj' numeric
@attribute 'noun' numeric
@attribute 'num' numeric
@attribute 'pron' numeric
@attribute 'propn' numeric
@attribute 'punct' numeric
@attribute 'sconj' numeric
@attribute 'sym' numeric
@attribute 'verb' numeric
@attribute 'x' numeric
@attribute 'xClasse' {apprenants,natifs}
@data
0.08695652173913043,0.1111111111111111,0.04830917874396135,0.05314009661835749,0.014492753623188406,0.178743961352657,0.0,0.2463768115942029,0.0,0.07729468599033816,0.00966183574879227,0.0,0.04830917874396135,0.0,0.12560386473429952,0.0,apprenants
0.0641025641025641,0.13675213675213677,0.08547008547008547,0.029914529914529916,0.0,0.1794871794871795,0.0,0.23931623931623933,0.0,0.08547008547008547,0.004273504273504274,0.0,0.01282051282051282,0.0,0.1623931623931624,0.0,apprenants
0.12955465587044535,0.1214574898785425,0.08502024291497975,0.044534412955465584,0.016194331983805668,0.15384615384615385,0.0,0.2145748987854251,0.008097165991902834,0.08502024291497975,0.004048582995951417,0.0,0.024291497975708502,0.0,0.11336032388663968,0.0,apprenants
0.08389261744966443,0.14093959731543623,0.04697986577181208,0.03355704697986577,0.02348993288590604,0.16778523489932887,0.0,0.2751677852348993,0.006711409395973154,0.087248322147651,0.013422818791946308,0.0,0.020134228187919462,0.0,0.09731543624161074,0.003355704697986577,apprenants
0.09420289855072464,0.11231884057971014,0.06159420289855073,0.057971014492753624,0.03985507246376811,0.14130434782608695,0.0,0.2717391304347826,0.0,0.07246376811594203,0.018115942028985508,0.0,0.025362318840579712,0.0,0.10507246376811594,0.0,apprenants
0.06896551724137931,0.14942528735632185,0.08045977011494253,0.022988505747126436,0.011494252873563218,0.1724137931034483,0.0,0.23754789272030652,0.0038314176245210726,0.10344827586206896,0.0038314176245210726,0.0,0.022988505747126436,0.0,0.12260536398467432,0.0,apprenants
0.07860262008733625,0.07860262008733625,0.08733624454148471,0.048034934497816595,0.034934497816593885,0.19213973799126638,0.0,0.23580786026200873,0.0,0.07423580786026202,0.013100436681222707,0.0,0.034934497816593885,0.0,0.1222707423580786,0.0,apprenants
0.07860262008733625,0.07860262008733625,0.08733624454148471,0.048034934497816595,0.034934497816593885,0.19213973799126638,0.0,0.23580786026200873,0.0,0.07423580786026202,0.013100436681222707,0.0,0.034934497816593885,0.0,0.1222707423580786,0.0,apprenants
0.09417040358744394,0.11210762331838565,0.1031390134529148,0.03139013452914798,0.04932735426008968,0.13452914798206278,0.0,0.242152466367713,0.0,0.09417040358744394,0.013452914798206279,0.0,0.03139013452914798,0.0,0.09417040358744394,0.0,apprenants
0.055944055944055944,0.0944055944055944,0.08741258741258741,0.03146853146853147,0.04895104895104895,0.14685314685314685,0.0,0.23426573426573427,0.0,0.10139860139860139,0.006993006993006993,0.0,0.024475524475524476,0.0,0.16783216783216784,0.0,apprenants
